地域コード	地域	人口	面積（km2）	人口密度（1km2当たり）	世帯数
21500	加茂郡	49519	615.1	80.5	17598
21501	坂祝町	8202	12.87	637.3	3111
21502	富加町	5564	16.82	330.8	1834
21503	川辺町	10197	41.16	247.7	3561
21504	七宗町	3876	90.47	42.8	1381
21505	八百津町	11027	128.79	85.6	3892
21506	白川町	8392	237.9	35.3	3002
21507	東白川村	2261	87.09	26	817
21520	可児郡	18111	56.69	319.5	6514
21521	御嵩町	18111	56.69	319.5	6514
21600	大野郡	1609	356.64	4.5	553
21604	白川村	1609	356.64	4.5	553
22000	静岡県	3700305	7777.42	475.8	1429600
22001	市部	3470363	6410.38	541.4	1342323
22002	郡部	229942	1367.04	168.2	87277
22100	静岡市	704989	1411.9	499.3	286013
22101	静岡市 葵区	253593	1073.76	236.2	101673
22102	静岡市 駿河区	212419	73.05	2907.9	90631
22103	静岡市 清水区	238977	265.09	901.5	93709
22130	浜松市	797980	1558.06	512.2	309227
22131	浜松市 中区	237443	44.34	5355.1	106191
22132	浜松市 東区	128555	46.29	2777.2	50106
22133	浜松市 西区	111353	114.71	970.7	38730
22134	浜松市 南区	100870	46.84	2153.5	38259
22135	浜松市 北区	93567	295.54	316.6	32017
22136	浜松市 浜北区	95900	66.5	1442.1	32493
22137	浜松市 天竜区	30292	943.84	32.1	11431
22203	沼津市	195633	186.96	1046.4	80798
22205	熱海市	37544	61.78	607.7	18846
22206	三島市	110046	62.02	1774.4	45218
22207	富士宮市	130770	389.08	336.1	49004
22208	伊東市	68345	124.1	550.7	30478
22209	島田市	98112	315.7	310.8	34310
22210	富士市	248399	244.95	1014.1	92581
22211	磐田市	167210	163.45	1023	61346
22212	焼津市	139462	70.31	1983.5	50648
22213	掛川市	114602	265.69	431.3	41050
22214	藤枝市	143605	194.06	740	52315
22215	御殿場市	88078	194.9	451.9	31610
22216	袋井市	85789	108.33	791.9	31453
22219	下田市	22916	104.38	219.5	10397
22220	裾野市	52737	138.12	381.8	20792
22221	湖西市	59789	86.56	690.7	22546
22222	伊豆市	31317	363.97	86	12158
22223	御前崎市	32578	65.56	496.9	11345
22224	菊川市	46763	94.19	496.5	16095
22225	伊豆の国市	48152	94.62	508.9	18677
22226	牧之原市	45547	111.69	407.8	15416
22300	賀茂郡	43522	479.18	90.8	18479
22301	東伊豆町	12624	77.81	162.2	5620
22302	河津町	7303	100.69	72.5	2919
22304	南伊豆町	8524	109.94	77.5	3435
22305	松崎町	6837	85.19	80.3	2832
22306	西伊豆町	8234	105.54	78	3673
22320	田方郡	37661	65.16	578	14317
22325	函南町	37661	65.16	578	14317
22340	駿東郡	93946	171.18	548.8	35221
22341	清水町	32118	8.81	3645.6	12363
22342	長泉町	42331	26.63	1589.6	16427
22344	小山町	19497	135.74	143.6	6431
22420	榛原郡	36285	517.61	70.1	13127
22424	吉田町	29093	20.73	1403.4	10244
22429	川根本町	7192	496.88	14.5	2883
22460	周智郡	18528	133.91	138.4	6133
22461	森町	18528	133.91	138.4	6133
23000	愛知県	7483128	5172.48	1446.7	3063833
23001	市部	7084605	4304.97	1645.7	2913752
23002	郡部	398523	864.45	461	150081
23100	名古屋市	2295638	326.45	7032.1	1058497
23101	名古屋市 千種区	164696	18.18	9059.2	85028
23102	名古屋市 東区	78043	7.71	10122.3	41311
23103	名古屋市 北区	163579	17.53	9331.4	75428
23104	名古屋市 西区	149098	17.93	8315.6	70078
23105	名古屋市 中村区	133206	16.3	8172.1	66039
23106	名古屋市 中区	83203	9.38	8870.3	53533
23107	名古屋市 昭和区	107170	10.94	9796.2	55108
23108	名古屋市 瑞穂区	105357	11.22	9390.1	48629
23109	名古屋市 熱田区	65895	8.2	8036	31884
23110	名古屋市 中川区	220281	32.02	6879.5	95495
23111	名古屋市 港区	146745	45.64	3215.3	61713
23112	名古屋市 南区	136935	18.46	7417.9	61064
23113	名古屋市 守山区	172845	34.01	5082.2	69687
23114	名古屋市 緑区	241822	37.91	6378.8	95210
23115	名古屋市 名東区	164080	19.45	8436	73922
23116	名古屋市 天白区	162683	21.58	7538.6	74368
23201	豊橋市	374765	261.86	1431.2	144222
23202	岡崎市	381051	387.2	984.1	147418
23203	一宮市	380868	113.82	3346.2	142480
23204	瀬戸市	129046	111.4	1158.4	50327
23205	半田市	116908	47.42	2465.4	46281
23206	春日井市	306508	92.78	3303.6	124291
23207	豊川市	182436	161.14	1132.2	67976
23208	津島市	63431	25.09	2528.1	23833
23209	碧南市	71346	36.68	1945.1	26477
23210	刈谷市	149765	50.39	2972.1	62476
23211	豊田市	422542	918.32	460.1	169598
23212	安城市	184140	86.05	2139.9	70862
23213	西尾市	167990	161.22	1042	58951
23214	蒲郡市	81100	56.95	1424.1	29950
23215	犬山市	74308	74.9	992.1	28269
23216	常滑市	56547	55.89	1011.8	22506
23217	江南市	98359	30.2	3256.9	37130
23219	小牧市	149462	62.81	2379.6	59383
23220	稲沢市	136867	79.35	1724.9	49986
23221	新城市	47133	499.23	94.4	16454
23222	東海市	111944	43.43	2577.6	46371
23223	大府市	89157	33.66	2648.8	35669
23224	知多市	84617	45.9	1843.5	33009
23225	知立市	70501	16.31	4322.6	29312
23226	尾張旭市	80787	21.03	3841.5	31806
23227	高浜市	46236	13.11	3526.8	17684
23228	岩倉市	47562	10.47	4542.7	20390
23229	豊明市	69127	23.22	2977	27504
23230	日進市	87977	34.91	2520.1	34210
23231	田原市	62364	191.12	326.3	21640
23232	愛西市	63088	66.7	945.8	21131
23233	清須市	67327	17.35	3880.5	27056
23234	北名古屋市	84133	18.37	4579.9	33742
23235	弥富市	43269	49	883	16050
23236	みよし市	61810	32.19	1920.2	22552
23237	あま市	86898	27.49	3161.1	33190
23238	長久手市	57598	21.55	2672.8	25069
23300	愛知郡	42858	18.03	2377	15766
23302	東郷町	42858	18.03	2377	15766
23340	西春日井郡	15177	6.18	2455.8	6181
23342	豊山町	15177	6.18	2455.8	6181
23360	丹羽郡	57080	24.8	2301.6	20995
23361	大口町	23274	13.61	1710.1	8316
23362	扶桑町	33806	11.19	3021.1	12679
23420	海部郡	72472	40.1	1807.3	28335
23424	大治町	30990	6.59	4702.6	12105
23425	蟹江町	37085	11.09	3344	14971
23427	飛島村	4397	22.42	196.1	1259
23440	知多郡	161732	165.43	977.6	61170
23441	阿久比町	27747	23.8	1165.8	9627
23442	東浦町	49230	31.14	1580.9	18524
23445	南知多町	18707	38.37	487.5	6981
23446	美浜町	23575	46.2	510.3	9314
23447	武豊町	42473	25.92	1638.6	16724
23500	額田郡	39549	56.72	697.3	13693
23501	幸田町	39549	56.72	697.3	13693
23560	北設楽郡	9655	553.2	17.5	3941
23561	設楽町	5074	273.94	18.5	2015
23562	東栄町	3446	123.38	27.9	1436
23563	豊根村	1135	155.88	7.3	490
24000	三重県	1815865	5774.4	314.5	720292
24001	市部	1589868	4031.9	394.3	635235
24002	郡部	225997	1742.5	129.7	85057
24201	津市	279886	711.11	393.6	114679
24202	四日市市	311031	206.44	1506.6	128309
24203	伊勢市	127817	208.35	613.5	50938
24204	松阪市	163863	623.66	262.7	63948
24205	桑名市	140303	136.68	1026.5	53741
24207	鈴鹿市	196403	194.46	1010	77725
24208	名張市	78795	129.77	607.2	30595
24209	尾鷲市	18009	192.71	93.5	8660
24210	亀山市	50254	191.04	263.1	19945
24211	鳥羽市	19448	107.34	181.2	7730
24212	熊野市	17322	373.35	46.4	8151
24214	いなべ市	45815	219.83	208.4	17106
24215	志摩市	50341	178.94	281.3	20057
24216	伊賀市	90581	558.23	162.3	33651
24300	桑名郡	6357	15.74	403.9	2174
24303	木曽岬町	6357	15.74	403.9	2174
24320	員弁郡	25344	22.68	1117.5	8863
24324	東員町	25344	22.68	1117.5	8863
24340	三重郡	65522	121.73	538.3	24298
24341	菰野町	40210	107.01	375.8	14423
24343	朝日町	10560	5.99	1762.9	3852
24344	川越町	14752	8.73	1689.8	6023
24440	多気郡	47021	506.96	92.8	16635
24441	多気町	14878	103.06	144.4	5160
24442	明和町	22586	41.04	550.3	7697
24443	大台町	9557	362.86	26.3	3778
24460	度会郡	45467	651.1	69.8	17009
24461	玉城町	15431	40.91	377.2	5260
24470	度会町	8309	134.98	61.6	2626
24471	大紀町	8939	233.32	38.3	3691
24472	南伊勢町	12788	241.89	52.9	5432
24540	北牟婁郡	16338	256.53	63.7	7269
24543	紀北町	16338	256.53	63.7	7269
24560	南牟婁郡	19948	167.75	118.9	8809
24561	御浜町	8741	88.13	99.2	3862
24562	紀宝町	11207	79.62	140.8	4947
25000	滋賀県	1412916	4017.38	351.7	537550
25001	市部	1336015	3660.07	365	511010
25002	郡部	76901	357.32	215.2	26540
25201	大津市	340973	464.51	734	136153
25202	彦根市	113679	196.87	577.4	45546
25203	長浜市	118193	681.02	173.6	41788
25204	近江八幡市	81312	177.45	458.2	29784
25206	草津市	137247	67.82	2023.7	60224
25207	守山市	79859	55.74	1432.7	29052
25208	栗東市	66749	52.69	1266.8	24592
25209	甲賀市	90901	481.62	188.7	32366
25210	野洲市	49889	80.14	622.5	18143
25211	湖南市	54289	70.4	771.2	21286
25212	高島市	50025	693.05	72.2	18149
25213	東近江市	114180	388.37	294	40691
25214	米原市	38719	250.39	154.6	13236
25380	蒲生郡	34307	162.15	211.6	11994
25383	日野町	21873	117.6	186	7728
25384	竜王町	12434	44.55	279.1	4266
25420	愛知郡	20778	37.97	547.2	7209
25425	愛荘町	20778	37.97	547.2	7209
25440	犬上郡	21816	157.2	138.8	7337
25441	豊郷町	7422	7.8	951.5	2606
25442	甲良町	7039	13.63	516.4	2310
25443	多賀町	7355	135.77	54.2	2421
26000	京都府	2610353	4612.19	566	1152902
26001	市部	2479389	3864.49	641.6	1104080
26002	郡部	130964	747.7	175.2	48822
26100	京都市	1475183	827.83	1782	705874
26101	京都市 北区	119474	94.88	1259.2	56804
26102	京都市 上京区	85113	7.03	12107.1	46849
26103	京都市 左京区	168266	246.77	681.9	83423
26104	京都市 中京区	109341	7.41	14755.9	59085
26105	京都市 東山区	39044	7.48	5219.8	21381
26106	京都市 下京区	82668	6.78	12192.9	47206
26107	京都市 南区	99927	15.81	6320.5	47094
26108	京都市 右京区	204262	292.07	699.4	94525
26109	京都市 伏見区	280655	61.66	4551.7	125947
26110	京都市 山科区	135471	28.7	4720.2	60451
26111	京都市 西京区	150962	59.24	2548.3	63109
26201	福知山市	78935	552.54	142.9	32170
26202	舞鶴市	83990	342.12	245.5	34709
26203	綾部市	33821	347.1	97.4	13766
26204	宇治市	184678	67.54	2734.4	73317
26205	宮津市	18426	172.74	106.7	7738
26206	亀岡市	89479	224.8	398	33915
26207	城陽市	76869	32.71	2350	29884
26208	向日市	53380	7.72	6914.5	21356
26209	長岡京市	80090	19.17	4177.9	32491
26210	八幡市	72664	24.35	2984.1	29259
26211	京田辺市	70835	42.92	1650.4	29693
26212	京丹後市	55054	501.43	109.8	20469
26213	南丹市	33145	616.4	53.8	12783
26214	木津川市	72840	85.13	855.6	26656
26300	乙訓郡	15181	5.97	2542.9	5993
26303	大山崎町	15181	5.97	2542.9	5993
26320	久世郡	15805	13.86	1140.3	6216
26322	久御山町	15805	13.86	1140.3	6216
26340	綴喜郡	17229	76.21	226.1	6291
26343	井手町	7910	18.04	438.5	3059
26344	宇治田原町	9319	58.16	160.2	3232
26360	相楽郡	44352	178.24	248.8	15861
26364	笠置町	1368	23.52	58.2	573
26365	和束町	3956	64.93	60.9	1445
26366	精華町	36376	25.68	1416.5	12775
26367	南山城村	2652	64.11	41.4	1068
26400	船井郡	14453	303.09	47.7	5448
26407	京丹波町	14453	303.09	47.7	5448
26460	与謝郡	23944	170.33	140.6	9013
26463	伊根町	2110	61.95	34.1	873
26465	与謝野町	21834	108.38	201.5	8140
27000	大阪府	8839469	1905.14	4639.8	3923887
27001	市部	8657956	1602.52	5402.7	3853793
27002	郡部	181513	302.62	599.8	70094
27100	大阪市	2691185	225.21	11949.7	1354793
27102	大阪市 都島区	104727	6.08	17224.8	51549
27103	大阪市 福島区	72484	4.67	15521.2	37510
27104	大阪市 此花区	66656	19.25	3462.6	30712
27106	大阪市 西区	92430	5.21	17740.9	52138
27107	大阪市 港区	82035	7.86	10437	40348
27108	大阪市 大正区	65141	9.43	6907.8	29209
27109	大阪市 天王寺区	75729	4.84	15646.5	38058
27111	大阪市 浪速区	69766	4.39	15892	47541
27113	大阪市 西淀川区	95490	14.22	6715.2	42924
27114	大阪市 東淀川区	175530	13.27	13227.6	92536
27115	大阪市 東成区	80563	4.54	17745.2	39683
27116	大阪市 生野区	130167	8.37	15551.6	63622
27117	大阪市 旭区	91608	6.32	14494.9	43700
27118	大阪市 城東区	164697	8.38	19653.6	76455
27119	大阪市 阿倍野区	107626	5.98	17997.7	50104
27120	大阪市 住吉区	154239	9.4	16408.4	71718
27121	大阪市 東住吉区	126299	9.75	12953.7	57797
27122	大阪市 西成区	111883	7.37	15180.9	69225
27123	大阪市 淀川区	176201	12.64	13940	94460
27124	大阪市 鶴見区	111557	8.17	13654.5	46358
27125	大阪市 住之江区	122988	20.61	5967.4	56920
27126	大阪市 平野区	196633	15.28	12868.7	88960
27127	大阪市 北区	123667	10.34	11960.1	74182
27128	大阪市 中央区	93069	8.87	10492.6	59084
27140	堺市	839310	149.82	5602.1	350301
27141	堺市 堺区	148205	23.65	6266.6	69116
27142	堺市 中区	124543	17.88	6965.5	48538
27143	堺市 東区	85189	10.49	8121	34722
27144	堺市 西区	135746	28.62	4743	54614
27145	堺市 南区	147626	40.39	3655	60427
27146	堺市 北区	158845	15.6	10182.4	68538
27147	堺市 美原区	39156	13.2	2966.4	14346
27202	岸和田市	194911	72.68	2681.8	75247
27203	豊中市	395479	36.39	10867.8	170325
27204	池田市	103069	22.14	4655.3	45777
27205	吹田市	374468	36.09	10375.9	168473
27206	泉大津市	75897	14.31	5303.8	31090
27207	高槻市	351829	105.29	3341.5	148048
27208	貝塚市	88694	43.93	2019	33355
27209	守口市	143042	12.71	11254.3	64832
27210	枚方市	404152	65.12	6206.3	167418
27211	茨木市	280033	76.49	3661	116683
27212	八尾市	268800	41.72	6443	110414
27213	泉佐野市	100966	56.51	1786.7	41566
27214	富田林市	113984	39.72	2869.7	45613
27215	寝屋川市	237518	24.7	9616.1	101549
27216	河内長野市	106987	109.63	975.9	42144
27217	松原市	120750	16.66	7247.9	49958
27218	大東市	123217	18.27	6744.2	51949
27219	和泉市	186109	84.98	2190	71013
27220	箕面市	133411	47.9	2785.2	56829
27221	柏原市	71112	25.33	2807.4	29009
27222	羽曳野市	112683	26.45	4260.2	44126
27223	門真市	123576	12.3	10046.8	55825
27224	摂津市	85007	14.87	5716.7	36873
27225	高石市	56529	11.3	5002.6	22461
27226	藤井寺市	65438	8.89	7360.9	27133
27227	東大阪市	502784	61.78	8138.3	223485
27228	泉南市	62438	48.98	1274.8	22800
27229	四條畷市	56075	18.69	3000.3	22089
27230	交野市	76435	25.55	2991.6	28923
27231	大阪狭山市	57792	11.92	4848.3	22982
27232	阪南市	54276	36.17	1500.6	20710
27300	三島郡	29983	16.81	1783.6	12012
27301	島本町	29983	16.81	1783.6	12012
27320	豊能郡	30190	133.09	226.8	11477
27321	豊能町	19934	34.34	580.5	7760
27322	能勢町	10256	98.75	103.9	3717
27340	泉北郡	17298	3.97	4357.2	6726
27341	忠岡町	17298	3.97	4357.2	6726
27360	泉南郡	68790	72.03	955	26662
27361	熊取町	44435	17.24	2577.4	16483
27362	田尻町	8417	5.62	1497.7	3772
27366	岬町	15938	49.18	324.1	6407
27380	南河内郡	35252	76.72	459.5	13217
27381	太子町	13748	14.17	970.2	5066
27382	河南町	16126	25.26	638.4	6115
27383	千早赤阪村	5378	37.3	144.2	2036
28000	兵庫県	5534800	8400.96	658.8	2315200
28001	市部	5275200	6660.59	792	2222999
28002	郡部	259600	1740.38	149.2	92201
28100	神戸市	1537272	557.02	2759.8	705459
28101	神戸市 東灘区	213634	34.02	6279.7	97265
28102	神戸市 灘区	136088	32.66	4166.8	67407
28105	神戸市 兵庫区	106956	14.68	7285.8	57875
28106	神戸市 長田区	97912	11.36	8619	48780
28107	神戸市 須磨区	162468	28.93	5615.9	73278
28108	神戸市 垂水区	219474	28.11	7807.7	95473
28109	神戸市 北区	219805	240.29	914.7	87126
28110	神戸市 中央区	135153	28.97	4665.3	81022
28111	神戸市 西区	245782	138.01	1780.9	97233
28201	姫路市	535664	534.47	1002.2	212801
28202	尼崎市	452563	50.72	8922.8	210433
28203	明石市	293409	49.42	5937	121890
28204	西宮市	487850	99.96	4880.5	210965
28205	洲本市	44258	182.38	242.7	18081
28206	芦屋市	95350	18.47	5162.4	41881
28207	伊丹市	196883	25	7875.3	78903
28208	相生市	30129	90.4	333.3	12153
28209	豊岡市	82250	697.55	117.9	30189
28210	加古川市	267435	138.48	1931.2	103495
28212	赤穂市	48567	126.86	382.8	18729
28213	西脇市	40866	132.44	308.6	15049
28214	宝塚市	224903	101.8	2209.3	94140
28215	三木市	77178	176.51	437.2	28653
28216	高砂市	91030	34.38	2647.8	36340
28217	川西市	156375	53.44	2926.2	62675
28218	小野市	48580	92.94	522.7	16860
28219	三田市	112691	210.32	535.8	41070
28220	加西市	44313	150.98	293.5	15364
28221	篠山市	41490	377.59	109.9	15578
28222	養父市	24288	422.91	57.4	8713
28223	丹波市	64660	493.21	131.1	22553
28224	南あわじ市	46912	229.01	204.8	16968
28225	朝来市	30805	403.06	76.4	11500
28226	淡路市	43977	184.35	238.6	17451
28227	宍粟市	37773	658.54	57.4	12723
28228	加東市	40310	157.55	255.9	15086
28229	たつの市	77419	210.87	367.1	27297
28300	川辺郡	30838	90.33	341.4	10780
28301	猪名川町	30838	90.33	341.4	10780
28360	多可郡	21200	185.19	114.5	6665
28365	多可町	21200	185.19	114.5	6665
28380	加古郡	64759	44.05	1470.1	24284
28381	稲美町	31020	34.92	888.3	11026
28382	播磨町	33739	9.13	3695.4	13258
28440	神崎郡	43490	330.7	131.5	15038
28442	市川町	12300	82.67	148.8	4334
28443	福崎町	19738	45.79	431.1	6906
28446	神河町	11452	202.23	56.6	3798
28460	揖保郡	33690	22.61	1490	12092
28464	太子町	33690	22.61	1490	12092
28480	赤穂郡	15224	150.26	101.3	5715
28481	上郡町	15224	150.26	101.3	5715
28500	佐用郡	17510	307.44	57	6108
28501	佐用町	17510	307.44	57	6108
28580	美方郡	32889	609.78	53.9	11519
28585	香美町	18070	368.77	49	6228
28586	新温泉町	14819	241.01	61.5	5291
29000	奈良県	1364316	3690.94	369.6	530221
29001	市部	1082329	1272.23	850.7	424790
29002	郡部	281987	2418.7	116.6	105431
29201	奈良市	360310	276.94	1301	148920
29202	大和高田市	64817	16.48	3933.1	25619
29203	大和郡山市	87050	42.69	2039.1	34138
29204	天理市	67398	86.42	779.9	25810
29205	橿原市	124111	39.56	3137.3	49923
29206	桜井市	57244	98.91	578.7	21672
29207	五條市	30997	292.02	106.1	11199
29208	御所市	26868	60.58	443.5	10415
29209	生駒市	118233	53.15	2224.5	45593
29210	香芝市	77561	24.26	3197.1	27802
29211	葛城市	36635	33.72	1086.4	12544
29212	宇陀市	31105	247.5	125.7	11155
29320	山辺郡	3674	66.52	55.2	1144
29322	山添村	3674	66.52	55.2	1144
29340	生駒郡	77200	51.27	1505.8	29518
29342	平群町	18883	23.9	790.1	7158
29343	三郷町	23571	8.79	2681.6	9155
29344	斑鳩町	27303	14.27	1913.3	10330
29345	安堵町	7443	4.31	1726.9	2875
29360	磯城郡	47012	31.09	1512.1	17340
29361	川西町	8485	5.93	1430.9	3248
29362	三宅町	6836	4.06	1683.7	2629
29363	田原本町	31691	21.09	1502.7	11463
29380	宇陀郡	3308	127.34	26	1370
29385	曽爾村	1549	47.76	32.4	622
29386	御杖村	1759	79.58	22.1	748
29400	高市郡	12718	49.89	254.9	4175
29401	高取町	7195	25.79	279	2396
29402	明日香村	5523	24.1	229.2	1779
29420	北葛城郡	96507	37.68	2561.2	35156
29424	上牧町	22054	6.14	3591.9	8085
29425	王寺町	23025	7.01	3284.6	9347
29426	広陵町	33487	16.3	2054.4	11012
29427	河合町	17941	8.23	2180	6712
29440	吉野郡	41568	2054.91	20.2	16728
29441	吉野町	7399	95.65	77.4	2946
29442	大淀町	18069	38.1	474.3	6509
29443	下市町	5664	61.99	91.4	2232
29444	黒滝村	660	47.7	13.8	311
29446	天川村	1354	175.66	7.7	628
29447	野迫川村	449	154.9	2.9	227
29449	十津川村	3508	672.38	5.2	1578
29450	下北山村	895	133.39	6.7	517
29451	上北山村	512	274.22	1.9	270
29452	川上村	1313	269.26	4.9	680
29453	東吉野村	1745	131.65	13.3	830
30000	和歌山県	963579	4724.69	203.9	392332
30001	市部	753075	2070.11	363.8	307920
30002	郡部	210504	2654.59	79.3	84412
30201	和歌山市	364154	208.84	1743.7	153089
30202	海南市	51860	101.06	513.2	20678
30203	橋本市	63621	130.55	487.3	23653
30204	有田市	28470	36.89	771.8	10576
30205	御坊市	24801	43.91	564.8	9913
30206	田辺市	74770	1026.91	72.8	32163
30207	新宮市	29331	255.23	114.9	13617
30208	紀の川市	62616	228.21	274.4	23457
30209	岩出市	53452	38.51	1388	20774
30300	海草郡	9206	128.34	71.7	3762
30304	紀美野町	9206	128.34	71.7	3762
30340	伊都郡	24721	332.88	74.3	9432
30341	かつらぎ町	16992	151.69	112	6315
30343	九度山町	4377	44.15	99.1	1649
30344	高野町	3352	137.03	24.5	1468
30360	有田郡	45785	437.97	104.5	16684
30361	湯浅町	12200	20.79	586.8	4755
30362	広川町	7224	65.33	110.6	2503
30366	有田川町	26361	351.84	74.9	9426
30380	日高郡	51544	655.38	78.6	18958
30381	美浜町	7480	12.77	585.7	2964
30382	日高町	7641	46.19	165.4	2782
30383	由良町	5837	30.94	188.7	2223
30390	印南町	8068	113.62	71	2918
30391	みなべ町	12742	120.28	105.9	4421
30392	日高川町	9776	331.59	29.5	3650
30400	西牟婁郡	40649	432.8	93.9	17482
30401	白浜町	21533	200.96	107.2	9538
30404	上富田町	14989	57.37	261.3	6017
30406	すさみ町	4127	174.46	23.7	1927
30420	東牟婁郡	38599	667.22	57.9	18094
30421	那智勝浦町	15682	183.31	85.5	7296
30422	太地町	3087	5.81	531.3	1384
30424	古座川町	2826	294.23	9.6	1378
30427	北山村	446	48.2	9.3	239
30428	串本町	16558	135.67	122	7797
31000	鳥取県	573441	3507.05	163.5	216894
31001	市部	426248	1198.81	355.6	167620
31002	郡部	147193	2308.24	63.8	49274
31201	鳥取市	193717	765.31	253.1	75941
31202	米子市	149313	132.42	1127.6	60037
31203	倉吉市	49044	272.06	180.3	18548
31204	境港市	34174	29.02	1177.6	13094
31300	岩美郡	11485	122.32	93.9	3993
31302	岩美町	11485	122.32	93.9	3993
31320	八頭郡	27408	630.58	43.5	9117
31325	若桜町	3269	199.18	16.4	1271
31328	智頭町	7154	224.7	31.8	2487
31329	八頭町	16985	206.71	82.2	5359
31360	東伯郡	55276	508.37	108.7	18380
31364	三朝町	6490	233.52	27.8	2290
31370	湯梨浜町	16550	77.94	212.3	5482
31371	琴浦町	17416	139.97	124.4	5795
31372	北栄町	14820	56.94	260.3	4813
31380	西伯郡	41977	447.51	93.8	13562
31384	日吉津村	3439	4.2	818.8	1144
31386	大山町	16470	189.83	86.8	5300
31389	南部町	10950	114.03	96	3514
31390	伯耆町	11118	139.44	79.7	3604
31400	日野郡	11047	599.46	18.4	4222
31401	日南町	4765	340.96	14	1933
31402	日野町	3278	133.98	24.5	1279
31403	江府町	3004	124.52	24.1	1010
32000	島根県	694352	6708.24	103.5	265008
32001	市部	622185	4299.26	144.7	235764
32002	郡部	72167	2408.98	30	29244
32201	松江市	206230	572.99	359.9	83031
32202	浜田市	58105	690.66	84.1	24498
32203	出雲市	171938	624.36	275.4	60130
32204	益田市	47718	733.19	65.1	19037
32205	大田市	35166	435.71	80.7	13613
32206	安来市	39528	420.93	93.9	12805
32207	江津市	24468	268.24	91.2	10123
32209	雲南市	39032	553.18	70.6	12527
32340	仁多郡	13063	368.01	35.5	4464
32343	奥出雲町	13063	368.01	35.5	4464
32380	飯石郡	5031	242.88	20.7	1842
32386	飯南町	5031	242.88	20.7	1842
32440	邑智郡	19443	808.63	24	7691
32441	川本町	3442	106.43	32.3	1457
32448	美郷町	4900	282.92	17.3	2010
32449	邑南町	11101	419.29	26.5	4224
32500	鹿足郡	14027	643.54	21.8	6110
32501	津和野町	7653	307.03	24.9	3300
32505	吉賀町	6374	336.5	18.9	2810
32520	隠岐郡	20603	345.93	59.6	9137
32525	海士町	2353	33.43	70.4	1057
32526	西ノ島町	3027	55.96	54.1	1499
32527	知夫村	615	13.7	44.9	331
32528	隠岐の島町	14608	242.83	60.2	6250
33000	岡山県	1921525	7114.5	270.1	772977
33001	市部	1806324	5611.91	321.9	731293
33002	郡部	115201	1502.59	76.7	41684
33100	岡山市	719474	789.96	910.8	309409
33101	岡山市 北区	309484	450.7	686.7	146147
33102	岡山市 中区	146232	51.25	2853.3	61528
33103	岡山市 東区	95577	160.53	595.4	36198
33104	岡山市 南区	168181	127.48	1319.3	65536
33202	倉敷市	477118	355.63	1341.6	189847
33203	津山市	103746	506.33	204.9	40303
33204	玉野市	60736	103.58	586.4	24764
33205	笠岡市	50568	136.39	370.8	19189
33207	井原市	41390	243.54	170	14914
33208	総社市	66855	211.9	315.5	24863
33209	高梁市	32075	546.99	58.6	13481
33210	新見市	30658	793.29	38.6	11648
33211	備前市	35179	258.17	136.3	13878
33212	瀬戸内市	36975	125.45	294.7	13839
33213	赤磐市	43214	209.36	206.4	15730
33214	真庭市	46124	828.53	55.7	16084
33215	美作市	27977	429.29	65.2	10881
33216	浅口市	34235	66.46	515.1	12463
33340	和気郡	14412	144.21	99.9	5236
33346	和気町	14412	144.21	99.9	5236
33420	都窪郡	12154	7.62	1595	4349
33423	早島町	12154	7.62	1595	4349
33440	浅口郡	10929	12.23	893.6	4027
33445	里庄町	10929	12.23	893.6	4027
33460	小田郡	14201	90.62	156.7	4955
33461	矢掛町	14201	90.62	156.7	4955
33580	真庭郡	866	67.11	12.9	330
33586	新庄村	866	67.11	12.9	330
33600	苫田郡	12847	419.68	30.6	4669
33606	鏡野町	12847	419.68	30.6	4669
33620	勝田郡	17031	123.56	137.8	6032
33622	勝央町	11125	54.05	205.8	4054
33623	奈義町	5906	69.52	85	1978
33640	英田郡	1472	57.97	25.4	561
33643	西粟倉村	1472	57.97	25.4	561
33660	久米郡	19339	310.81	62.2	7151
33663	久米南町	4907	78.65	62.4	1893
33666	美咲町	14432	232.17	62.2	5258
33680	加賀郡	11950	268.78	44.5	4374
33681	吉備中央町	11950	268.78	44.5	4374
34000	広島県	2843990	8479.45	335.4	1211425
34001	市部	2668832	6714.48	397.5	1139326
34002	郡部	175158	1764.97	99.2	72099
34100	広島市	1194034	906.53	1317.1	531605
34101	広島市 中区	136640	15.32	8919.1	76889
34102	広島市 東区	120155	39.42	3048.1	51790
34103	広島市 南区	142728	26.3	5426.9	68785
34104	広島市 西区	190929	35.61	5361.7	90461
34105	広島市 安佐南区	242512	117.24	2068.5	99411
34106	広島市 安佐北区	145018	353.33	410.4	57151
34107	広島市 安芸区	79353	94.08	843.5	31302
34108	広島市 佐伯区	136699	225.22	607	55816
34202	呉市	228552	352.8	647.8	97412
34203	竹原市	26426	118.23	223.5	11204
34204	三原市	96194	471.55	204	39888
34205	尾道市	138626	285.09	486.3	57759
34207	福山市	464811	518.14	897.1	185555
34208	府中市	40069	195.75	204.7	15039
34209	三次市	53615	778.14	68.9	21376
34210	庄原市	37000	1246.49	29.7	14455
34211	大竹市	27865	78.66	354.2	11749
34212	東広島市	192907	635.16	303.7	84847
34213	廿日市市	114906	489.48	234.8	46039
34214	安芸高田市	29488	537.75	54.8	11657
